id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,bathrooms,property_type,beds,host_listings_count,instant_bookable,first_review,accommodates,review_scores_rating
43056516,VILA NOVA DE GAIA,Canidelo,41.11654,-8.66039,Entire home/apt,35,3,12,2020-10-22,1.6,1,0,1.0,Entire loft,1.0,0.0,f,2020-07-04,2,95.0
43064296,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Entire home/apt,34,2,1,2021-02-03,1.0,32,33,1.0,Entire apartment,1.0,2.0,f,2021-02-03,2,100.0
43064903,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Entire home/apt,34,2,2,2021-01-15,0.26,32,45,1.0,Entire apartment,1.0,2.0,f,2020-06-30,2,40.0
43066737,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14566,-8.61214,Entire home/apt,38,2,3,2021-01-03,0.65,32,47,1.0,Entire apartment,2.0,2.0,f,2020-09-28,4,100.0
43066881,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15083,-8.6085,Entire home/apt,34,2,2,2021-02-09,1.13,32,76,1.0,Entire apartment,1.0,2.0,f,2020-12-23,2,90.0
43083560,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14913,-8.60664,Entire home/apt,315,2,2,2020-08-14,0.3,3,2,2.0,Entire apartment,5.0,6.0,t,2020-08-01,8,100.0
43093611,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14451,-8.6047,Entire home/apt,50,2,9,2020-09-26,1.28,1,28,1.0,Entire apartment,3.0,0.0,t,2020-07-19,4,93.0
43110564,AROUCA,Arouca e Burgo,40.93392,-8.24694,Private room,53,1,2,2020-10-05,0.31,4,179,1.0,Private room in villa,1.0,4.0,f,2020-08-07,2,100.0
43110720,AROUCA,Arouca e Burgo,40.93303,-8.24817,Private room,52,1,1,2020-10-11,0.24,4,228,1.0,Private room in villa,1.0,4.0,t,2020-10-11,2,100.0
43117637,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16269,-8.6244,Private room,35,4,1,2020-07-31,0.15,4,0,1.0,Private room in apartment,1.0,6.0,f,2020-07-31,2,80.0
43130864,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14154,-8.61271,Entire home/apt,59,2,1,2020-07-22,0.14,2,361,1.0,Entire apartment,2.0,5.0,f,2020-07-22,4,20.0
43154792,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14317,-8.60529,Entire home/apt,90,2,3,2020-09-19,0.47,2,296,1.0,Entire apartment,3.0,0.0,t,2020-08-07,4,100.0
43162356,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.16368,-8.66688,Private room,34,2,1,2020-04-12,0.1,4,97,2.5,Private room in guesthouse,0.0,4.0,t,2020-04-12,2,100.0
43176204,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14881,-8.6094,Entire home/apt,24,2,1,2021-01-16,1.0,2,89,1.0,Entire apartment,1.0,2.0,t,2021-01-16,2,100.0
43195117,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15033,-8.60696,Entire home/apt,374,1,1,2020-10-21,0.26,65,317,8.0,Entire apartment,14.0,70.0,t,2020-10-21,16,100.0
43195122,PORTO,Paranhos,41.16727,-8.59617,Entire home/apt,59,1,2,2020-08-29,0.33,65,351,1.0,Entire apartment,2.0,70.0,t,2020-08-19,2,80.0
43195126,PORTO,Paranhos,41.16648,-8.59589,Entire home/apt,89,1,1,2020-08-30,0.18,65,317,2.0,Entire apartment,4.0,70.0,t,2020-08-30,6,100.0
43202393,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14566,-8.61214,Entire home/apt,38,2,1,2020-06-22,0.13,32,19,1.0,Entire apartment,2.0,2.0,f,2020-06-22,4,100.0
43213079,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38302,-8.76989,Entire home/apt,77,1,2,2020-10-25,0.32,5,359,2.0,Entire apartment,4.0,6.0,t,2020-08-14,6,100.0
43235671,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.61522,Entire home/apt,60,2,1,2020-10-31,0.28,1,363,1.0,Entire apartment,2.0,0.0,t,2020-10-31,3,100.0
43243763,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14865,-8.62272,Entire home/apt,43,2,1,2021-01-02,0.68,11,363,1.0,Entire apartment,2.0,7.0,t,2021-01-02,4,100.0
43244115,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14836,-8.62136,Entire home/apt,45,2,1,2020-10-31,0.28,11,338,1.0,Entire apartment,2.0,7.0,t,2020-10-31,4,100.0
43244739,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14999,-8.62209,Entire home/apt,48,2,2,2020-08-21,0.28,11,136,1.0,Entire apartment,1.0,7.0,t,2020-07-19,4,100.0
43245116,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15006,-8.62161,Entire home/apt,35,2,13,2020-11-07,1.83,11,1,1.0,Entire apartment,1.0,7.0,t,2020-07-18,2,97.0
43263790,PORTO,Bonfim,41.14685,-8.59365,Entire home/apt,80,2,2,2020-08-30,0.31,5,336,2.0,Entire apartment,2.0,7.0,t,2020-08-07,5,100.0
43263827,PORTO,Bonfim,41.14558,-8.59328,Entire home/apt,80,2,1,2020-08-29,0.18,5,336,1.0,Entire apartment,2.0,7.0,t,2020-08-29,6,100.0
43263860,PORTO,Bonfim,41.14725,-8.59166,Entire home/apt,80,2,2,2020-08-15,0.32,5,304,1.0,Entire apartment,2.0,7.0,t,2020-08-10,6,100.0
43263887,PORTO,Bonfim,41.14726,-8.59293,Entire home/apt,80,2,2,2020-08-07,0.27,5,336,2.0,Entire apartment,2.0,7.0,t,2020-07-05,6,100.0
43300148,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18575,-8.65499,Entire home/apt,86,1,1,2020-08-17,0.16,74,360,1.5,Entire apartment,4.0,498.0,t,2020-08-17,6,80.0
43306932,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14435,-8.61535,Entire home/apt,31,2,11,2021-01-10,1.47,104,270,1.0,Entire apartment,2.0,138.0,t,2020-07-05,2,87.0
43340369,PORTO,Paranhos,41.16587,-8.6038,Entire home/apt,45,2,1,2020-10-12,0.24,2,365,1.0,Entire apartment,1.0,2.0,t,2020-10-12,4,100.0
43363973,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15762,-8.60574,Entire home/apt,79,1,6,2020-07-29,0.72,33,275,1.0,Entire apartment,1.0,28.0,t,2020-06-11,2,100.0
43370702,PORTO,Bonfim,41.15658,-8.60365,Entire home/apt,83,1,4,2020-09-20,0.48,33,262,1.0,Entire loft,1.0,28.0,t,2020-06-10,2,100.0
43372482,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15228,-8.60407,Entire home/apt,70,2,8,2021-02-07,1.22,5,208,1.0,Entire apartment,2.0,5.0,t,2020-08-02,4,100.0
43408442,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07369,-8.65086,Entire home/apt,120,5,1,2020-08-09,0.16,2,167,3.0,Entire house,6.0,3.0,f,2020-08-09,8,100.0
43410689,PORTO,Bonfim,41.14753,-8.60168,Entire home/apt,70,2,2,2020-08-19,0.32,1,363,1.0,Entire apartment,2.0,0.0,t,2020-08-13,4,100.0
43410822,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14872,-8.61469,Entire home/apt,76,1,1,2020-08-02,0.15,33,283,1.0,Entire apartment,1.0,28.0,t,2020-08-02,2,100.0
43413069,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14822,-8.61494,Entire home/apt,90,1,3,2020-11-29,0.49,33,271,1.0,Entire apartment,2.0,28.0,t,2020-08-13,2,93.0
43433852,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15312,-8.61042,Entire home/apt,90,4,1,2020-08-15,0.16,15,92,4.0,Entire apartment,5.0,18.0,t,2020-08-15,9,100.0
43456607,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15338,-8.60874,Entire home/apt,16,1,43,2021-02-02,4.73,54,363,1.0,Entire apartment,2.0,55.0,t,2020-05-18,4,86.0
43457365,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.13531,-8.54647,Entire home/apt,850,2,1,2020-08-09,0.16,1,180,8.0,Entire house,9.0,0.0,t,2020-08-09,16,100.0
43460141,OLIVEIRA DE AZEMÉIS,"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail",40.85356,-8.48597,Entire home/apt,240,2,4,2020-09-20,0.61,1,110,3.0,Entire villa,10.0,0.0,t,2020-08-02,12,100.0
43463411,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13795,-8.62622,Entire home/apt,20,2,28,2021-02-14,3.18,3,361,1.0,Entire apartment,1.0,3.0,t,2020-05-27,4,86.0
43463550,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15766,-8.62723,Entire home/apt,20,2,10,2021-01-13,1.71,4,365,1.0,Entire apartment,1.0,4.0,t,2020-08-24,2,88.0
43467223,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14322,-8.60288,Entire home/apt,55,3,2,2020-08-31,0.3,34,0,1.0,Entire apartment,1.0,34.0,t,2020-07-29,4,100.0
43474232,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.25437,-8.71732,Entire home/apt,80,3,1,2020-06-22,0.13,1,341,1.0,Entire condominium,3.0,0.0,t,2020-06-22,4,100.0
43475709,AROUCA,Chave,40.90792,-8.37892,Entire home/apt,150,1,1,2020-07-05,0.13,2,288,1.0,Entire cottage,2.0,1.0,t,2020-07-05,4,100.0
43484530,PORTO,Campanhã,41.14651,-8.58612,Entire home/apt,50,2,1,2020-10-31,0.28,2,0,1.0,Entire apartment,2.0,0.0,t,2020-10-31,4,100.0
43493036,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19608,-8.70752,Entire home/apt,100,5,1,2020-08-28,0.18,1,0,2.0,Entire apartment,2.0,0.0,t,2020-08-28,4,100.0
43494365,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1806,-8.68851,Entire home/apt,59,1,7,2020-09-18,0.89,4,242,1.0,Entire apartment,1.0,3.0,t,2020-06-24,2,94.0
43496098,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1806,-8.68851,Private room,45,1,3,2020-10-12,0.6,4,352,1.0,Private room in guesthouse,1.0,3.0,t,2020-09-18,2,87.0
43496510,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1806,-8.68851,Private room,42,1,7,2021-02-12,0.96,4,318,1.0,Room in hotel,1.0,3.0,t,2020-07-12,2,100.0
43512637,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14999,-8.61766,Entire home/apt,20,2,27,2021-01-08,3.05,4,365,1.0,Entire apartment,1.0,4.0,t,2020-05-25,4,76.0
43512752,PORTO,Bonfim,41.14808,-8.6018,Entire home/apt,20,2,32,2021-01-18,3.81,4,364,1.0,Entire apartment,1.0,4.0,t,2020-06-07,4,88.0
43515780,SANTA MARIA DA FEIRA,"Santa Maria da Feira, Travanca, Sanfins e Espargo",40.92102,-8.54902,Entire home/apt,120,1,1,2020-08-16,0.16,1,291,1.0,Entire townhouse,3.0,0.0,t,2020-08-16,5,100.0
43522308,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15634,-8.6114,Entire home/apt,48,1,25,2020-12-30,3.33,6,350,2.0,Entire apartment,2.0,9.0,t,2020-07-04,4,98.0
43522785,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1611,-8.60682,Private room,80,1,3,2021-01-22,0.47,4,319,1.0,Private room in serviced apartment,1.0,5.0,t,2020-08-07,2,100.0
43534176,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14727,-8.60441,Entire home/apt,35,2,4,2020-09-08,0.59,38,12,1.0,Entire apartment,1.0,39.0,t,2020-07-26,4,90.0
43535488,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17925,-8.6747,Entire home/apt,50,2,1,2020-08-31,0.18,1,365,1.0,Entire apartment,2.0,9.0,f,2020-08-31,5,100.0
43540141,PORTO,Lordelo do Ouro e Massarelos,41.14878,-8.62797,Entire home/apt,26,3,8,2021-01-03,1.12,35,360,1.0,Entire apartment,1.0,137.0,t,2020-07-16,2,100.0
43542969,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14187,-8.61952,Entire home/apt,85,3,2,2020-08-23,0.3,5,213,2.0,Entire apartment,0.0,5.0,f,2020-08-02,10,100.0
43547922,PORTO,Lordelo do Ouro e Massarelos,41.1527,-8.6468,Entire home/apt,42,1,3,2020-09-01,0.42,1,320,1.0,Entire apartment,3.0,1.0,t,2020-07-16,3,100.0
43549665,VALE DE CAMBRA,São Pedro de Castelões,40.84333,-8.39609,Entire home/apt,150,2,6,2021-01-02,0.69,8,358,3.0,Entire apartment,6.0,5.0,t,2020-05-31,8,97.0
43554169,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.40024,-8.7661,Entire home/apt,59,1,1,2020-08-09,0.16,5,341,1.0,Entire apartment,2.0,6.0,t,2020-08-09,3,100.0
43557751,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15813,-8.60752,Entire home/apt,139,6,3,2020-08-23,0.47,1,0,7.0,Entire house,7.0,19.0,t,2020-08-07,14,100.0
43563581,OLIVEIRA DE AZEMÉIS,Ossela,40.82637,-8.43126,Entire home/apt,250,3,8,2020-09-14,0.97,1,258,4.0,Entire house,7.0,0.0,t,2020-06-13,10,100.0
43564097,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07455,-8.65115,Entire home/apt,250,2,1,2020-08-25,0.17,1,365,4.0,Entire house,5.0,0.0,t,2020-08-25,8,100.0
43564260,PORTO,Ramalde,41.16431,-8.63709,Entire home/apt,60,3,1,2020-08-24,0.17,1,365,3.0,Entire apartment,5.0,1.0,t,2020-08-24,6,60.0
43574510,VILA NOVA DE GAIA,Canidelo,41.12975,-8.649,Entire home/apt,59,4,1,2020-11-30,0.39,2,328,0.0,Camper/RV,1.0,3.0,t,2020-11-30,3,100.0
43577545,PORTO,Campanhã,41.14755,-8.56734,Entire home/apt,72,2,2,2020-10-05,0.39,6,14,2.0,Entire house,2.0,4.0,t,2020-09-14,4,80.0
43578897,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37775,-8.76427,Entire home/apt,72,2,2,2020-09-04,0.27,6,324,1.0,Entire apartment,3.0,1.0,t,2020-07-10,5,90.0
43593440,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16026,-8.60547,Entire home/apt,42,1,1,2020-08-27,0.17,17,308,1.0,Entire apartment,2.0,20.0,t,2020-08-27,3,80.0
43593887,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37972,-8.76586,Entire home/apt,59,2,3,2020-12-08,0.39,6,323,1.0,Entire apartment,2.0,1.0,t,2020-06-28,3,100.0
43603368,PORTO,Lordelo do Ouro e Massarelos,41.14502,-8.62942,Entire home/apt,103,2,2,2020-06-27,0.26,1,313,1.5,Entire apartment,2.0,0.0,t,2020-06-25,4,100.0
43611783,VILA DO CONDE,Vilar de Pinheiro,41.26563,-8.66712,Entire home/apt,55,2,3,2020-08-27,0.45,1,83,1.0,Entire house,3.0,0.0,f,2020-07-28,5,100.0
43614794,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15524,-8.61125,Entire home/apt,34,3,13,2021-01-03,1.67,1,270,1.0,Entire apartment,2.0,0.0,t,2020-06-28,4,97.0
43634124,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15775,-8.62419,Private room,15,1,63,2021-01-22,7.44,1,0,1.0,Private room in apartment,1.0,2.0,t,2020-06-05,2,95.0
43636462,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14888,-8.61512,Shared room,21,1,2,2020-07-15,0.27,10,155,1.0,Shared room in hostel,1.0,9.0,t,2020-07-08,1,90.0
43660363,PORTO,Lordelo do Ouro e Massarelos,41.15743,-8.63113,Entire home/apt,30,2,1,2020-08-12,0.16,2,365,1.0,Entire apartment,1.0,1.0,t,2020-08-12,2,100.0
43662642,VILA NOVA DE GAIA,São Félix da Marinha,41.02356,-8.64009,Entire home/apt,99,2,1,2020-08-20,0.17,1,365,2.0,Entire condominium,2.0,1.0,f,2020-08-20,6,80.0
43665443,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15273,-8.61194,Entire home/apt,30,2,16,2020-11-13,2.47,2,157,1.0,Entire apartment,1.0,1.0,t,2020-08-05,2,98.0
43674500,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16447,-8.6234,Entire home/apt,50,2,2,2020-08-30,0.33,2,0,2.0,Entire apartment,4.0,0.0,f,2020-08-16,6,80.0
43679579,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14311,-8.61247,Entire home/apt,46,2,10,2020-09-21,1.38,1,270,1.0,Entire apartment,2.0,1.0,t,2020-07-11,4,84.0
43683092,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1085,-8.62203,Entire home/apt,100,1,4,2020-12-05,0.52,5,180,1.0,Entire apartment,3.0,5.0,t,2020-06-27,5,100.0
43685763,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14499,-8.61308,Entire home/apt,55,1,9,2020-09-09,1.1,9,272,1.0,Entire apartment,2.0,9.0,t,2020-06-13,3,98.0
43690274,SANTA MARIA DA FEIRA,Caldas de São Jorge e de Pigeiros,40.97045,-8.51045,Entire home/apt,60,2,11,2020-11-16,1.76,2,268,1.0,Farm stay,1.0,2.0,t,2020-08-11,2,98.0
43693796,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15736,-8.61073,Entire home/apt,53,1,20,2021-01-29,3.13,6,357,1.0,Entire apartment,2.0,9.0,t,2020-08-06,4,100.0
43705555,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15772,-8.6268,Entire home/apt,38,2,2,2020-08-26,0.32,5,354,1.0,Entire apartment,1.0,5.0,f,2020-08-10,2,90.0
43706120,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15133,-8.61344,Entire home/apt,321,2,4,2020-08-27,0.6,1,29,2.0,Entire house,11.0,1.0,t,2020-07-28,12,80.0
43706682,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15057,-8.61084,Entire home/apt,21,1,43,2021-01-27,5.14,54,360,1.0,Entire apartment,3.0,55.0,t,2020-06-09,6,86.0
43707251,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14558,-8.62147,Entire home/apt,30,2,38,2021-01-25,4.62,2,348,1.0,Entire apartment,2.0,0.0,t,2020-06-13,4,94.0
43707684,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14436,-8.61293,Entire home/apt,30,2,40,2021-01-15,5.06,2,336,1.0,Entire apartment,1.0,0.0,t,2020-06-22,4,89.0
43709065,PORTO,Paranhos,41.17364,-8.61567,Entire home/apt,45,2,3,2020-09-12,0.47,3,1,1.0,Entire apartment,2.0,0.0,t,2020-08-08,4,100.0
43724054,PORTO,Bonfim,41.15329,-8.60276,Entire home/apt,39,2,2,2020-08-17,0.28,124,365,1.0,Entire apartment,2.0,132.0,t,2020-07-19,3,100.0
43724868,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1465,-8.60495,Entire home/apt,53,2,16,2021-01-04,2.17,1,350,1.0,Entire apartment,1.0,0.0,t,2020-07-08,2,96.0
43732151,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.60279,Entire home/apt,37,2,14,2021-01-01,2.16,13,177,1.0,Entire apartment,1.0,14.0,t,2020-08-05,2,96.0
43734105,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15787,-8.62885,Entire home/apt,38,2,2,2020-08-08,0.31,5,364,1.0,Entire apartment,1.0,5.0,f,2020-08-04,2,90.0
43734153,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15743,-8.6271,Entire home/apt,36,2,2,2020-08-09,0.28,5,362,1.0,Entire apartment,1.0,5.0,t,2020-07-15,2,100.0
43738686,PORTO,Bonfim,41.1462,-8.60138,Entire home/apt,250,1,7,2020-08-24,0.86,1,365,1.0,Entire apartment,4.0,1.0,t,2020-06-14,8,91.0
43742176,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14265,-8.60431,Entire home/apt,35,2,4,2020-09-28,0.63,38,365,1.0,Entire apartment,2.0,39.0,t,2020-08-09,4,85.0
43742521,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14598,-8.61082,Private room,33,1,2,2020-07-16,0.24,1,365,1.0,Private room in apartment,1.0,0.0,t,2020-06-13,2,90.0
43752089,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14979,-8.60244,Entire home/apt,25,3,19,2021-01-26,3.17,1,323,1.0,Entire apartment,1.0,0.0,t,2020-08-18,3,96.0
43753412,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15112,-8.60821,Entire home/apt,36,2,16,2020-10-18,2.25,104,215,1.0,Entire apartment,1.0,138.0,t,2020-07-16,2,91.0
43762150,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14504,-8.60887,Entire home/apt,45,1,1,2020-10-09,0.23,42,364,1.0,Entire apartment,1.0,37.0,t,2020-10-09,2,100.0
43777361,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14801,-8.60252,Entire home/apt,30,2,3,2020-09-09,0.54,12,0,1.0,Entire apartment,2.0,14.0,t,2020-09-01,3,93.0
43777498,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16374,-8.60974,Entire home/apt,13,3,19,2021-01-22,2.58,1,14,1.0,Entire apartment,3.0,0.0,f,2020-07-09,4,93.0
43790588,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13518,-8.61087,Entire home/apt,45,2,19,2021-01-16,2.69,23,60,1.0,Entire house,2.0,25.0,t,2020-07-19,4,96.0
43796654,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1448,-8.62291,Private room,46,1,1,2020-07-12,0.14,33,344,0.0,Room in boutique hotel,1.0,28.0,t,2020-07-12,1,100.0
43796751,PORTO,Lordelo do Ouro e Massarelos,41.14364,-8.62408,Private room,43,1,2,2020-08-05,0.29,33,324,0.0,Room in boutique hotel,1.0,28.0,t,2020-07-21,1,100.0
43796847,PORTO,Lordelo do Ouro e Massarelos,41.14325,-8.6245,Private room,40,1,3,2020-11-04,0.49,33,351,0.0,Room in boutique hotel,1.0,28.0,t,2020-08-14,1,100.0
43801177,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14404,-8.61259,Entire home/apt,34,1,25,2020-12-30,3.11,11,2,1.0,Entire apartment,2.0,13.0,t,2020-06-20,4,98.0
43802957,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.24643,-8.72273,Entire home/apt,65,4,2,2020-09-15,0.34,11,348,2.0,Entire apartment,3.0,15.0,t,2020-08-24,5,100.0
43804582,PAREDES,Duas Igrejas,41.23809,-8.3665,Entire home/apt,40,2,3,2020-10-05,0.44,1,165,1.0,Entire house,2.0,0.0,t,2020-07-27,3,100.0
43809599,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13899,-8.60701,Entire home/apt,690,1,2,2020-10-28,0.34,1,89,7.5,Entire villa,13.0,0.0,f,2020-08-23,14,100.0
43814058,AROUCA,Santa Eulália,40.89423,-8.27306,Entire home/apt,200,2,1,2020-08-16,0.16,1,365,2.0,Entire house,8.0,0.0,t,2020-08-16,10,100.0
43816717,VILA NOVA DE GAIA,São Félix da Marinha,41.04028,-8.65056,Entire home/apt,60,5,13,2020-10-10,1.7,1,105,1.0,Entire house,3.0,1.0,t,2020-07-01,6,100.0
43817616,VALE DE CAMBRA,Arões,40.78881,-8.3061,Entire home/apt,125,5,4,2020-09-05,0.6,1,88,4.0,Entire house,4.0,1.0,f,2020-07-30,8,100.0
43833706,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38872,-8.77125,Entire home/apt,90,5,1,2020-08-24,0.17,1,213,1.0,Entire apartment,2.0,0.0,f,2020-08-24,5,100.0
43839333,PORTO,Lordelo do Ouro e Massarelos,41.15787,-8.63401,Entire home/apt,40,2,4,2020-10-18,0.57,2,365,1.0,Entire apartment,2.0,1.0,t,2020-07-20,6,90.0
43843243,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16336,-8.62819,Private room,14,1,2,2020-08-13,0.27,5,364,4.0,Private room in guesthouse,4.0,4.0,t,2020-07-05,4,100.0
43845293,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14396,-8.60798,Entire home/apt,106,2,25,2021-01-02,3.59,3,144,1.0,Entire apartment,3.0,1.0,t,2020-07-22,4,100.0
43846858,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.61298,Entire home/apt,46,1,8,2020-08-17,1.08,3,285,1.0,Entire apartment,1.0,4.0,f,2020-07-07,4,98.0
43847377,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17884,-8.68489,Private room,45,1,3,2020-09-14,0.45,5,255,1.0,Private room in house,1.0,0.0,f,2020-08-01,2,100.0
43847599,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17891,-8.68647,Private room,49,1,2,2020-09-20,0.29,5,254,1.0,Private room in house,1.0,0.0,f,2020-07-25,4,100.0
43847741,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17834,-8.68657,Private room,40,1,1,2020-08-12,0.16,5,244,1.0,Private room in house,1.0,0.0,f,2020-08-12,2,100.0
43847846,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18282,-8.68859,Private room,35,1,4,2020-08-28,0.65,5,229,1.0,Private room in house,1.0,0.0,f,2020-08-14,2,95.0
43848220,PORTO,Bonfim,41.14706,-8.59233,Private room,16,2,7,2020-10-12,1.02,3,319,1.5,Private room in apartment,1.0,3.0,f,2020-07-26,2,100.0
